Codigo Geografico;REGION;PROVINCIA;DISTRITO;Cobertura Estudiantes;Medida Promedio Comprension Lectora;Medida Promedio Matematica;Lect_Previo al Inicio;Lect_En inicio;Lect_En proceso;Lect_Satisfactorio;Mat_Previo al Inicio;Mat_En inicio;Mat_En proceso;Mat_Satisfactorio
021703;ÁNCASH;RECUAY;COTAPARACO;92.3;469.0;429.0;16.7;16.7;33.3;33.3;16.7;41.7;33.3;8.3
021705;ÁNCASH;RECUAY;LLACLLIN;100.0;436.0;408.0;8.3;50.0;41.7;0.0;16.7;50.0;33.3;0.0
021706;ÁNCASH;RECUAY;MARCA;91.7;421.0;404.0;30.0;40.0;10.0;20.0;40.0;30.0;10.0;20.0
021707;ÁNCASH;RECUAY;PAMPAS CHICO;100.0;470.0;477.0;0.0;33.3;50.0;16.7;0.0;16.7;66.7;16.7
021708;ÁNCASH;RECUAY;PARARIN;100.0;480.0;495.0;0.0;16.7;66.7;16.7;0.0;16.7;66.7;16.7
021709;ÁNCASH;RECUAY;TAPACOCHA;100.0;358.0;368.0;75.0;0.0;25.0;0.0;25.0;75.0;0.0;0.0
021710;ÁNCASH;RECUAY;TICAPAMPA;100.0;511.0;528.0;7.1;14.3;35.7;42.9;4.8;9.5;38.1;47.6
021801;ÁNCASH;SANTA;CHIMBOTE;95.7;485.0;480.0;6.8;25.7;33.7;33.8;6.1;20.2;45.0;28.7
021802;ÁNCASH;SANTA;CACERES DEL PERU;100.0;441.0;411.0;20.9;27.0;27.0;25.0;29.2;31.3;27.0;12.5
021803;ÁNCASH;SANTA;COISHCO;97.1;456.0;458.0;11.9;35.7;32.0;20.4;9.5;30.6;38.0;21.9
021804;ÁNCASH;SANTA;MACATE;100.0;404.0;387.0;33.3;29.7;22.2;14.8;33.3;33.3;33.3;0.0
021805;ÁNCASH;SANTA;MORO;99.0;446.0;435.0;10.0;38.0;37.0;15.0;16.0;24.0;50.0;10.0
021806;ÁNCASH;SANTA;NEPEÑA;98.6;469.0;483.0;10.3;28.0;35.3;26.4;6.8;17.6;44.0;31.6
021807;ÁNCASH;SANTA;SAMANCO;100.0;475.0;476.0;7.2;39.2;21.7;31.9;5.8;26.1;39.1;29.0
021808;ÁNCASH;SANTA;SANTA;98.7;463.0;465.0;8.8;31.8;36.9;22.5;8.3;23.0;46.9;21.8
021809;ÁNCASH;SANTA;NUEVO CHIMBOTE;97.6;497.0;488.0;5.3;22.5;33.6;38.6;5.2;18.2;44.6;32.1
021901;ÁNCASH;SIHUAS;SIHUAS;99.2;481.0;490.0;4.6;31.3;31.3;32.8;4.4;19.4;46.0;30.2
021902;ÁNCASH;SIHUAS;ACOBAMBA;98.0;401.0;399.0;33.9;40.5;15.2;10.4;31.5;33.9;28.3;6.2
021903;ÁNCASH;SIHUAS;ALFONSO UGARTE;100.0;515.0;463.0;16.7;16.7;16.7;50.0;16.7;0.0;66.7;16.7
021904;ÁNCASH;SIHUAS;CASHAPAMPA;100.0;432.0;446.0;18.5;29.7;48.1;3.7;7.4;29.6;51.9;11.2
021905;ÁNCASH;SIHUAS;CHINGALPO;100.0;375.0;368.0;40.0;39.9;20.0;0.0;46.6;33.5;19.9;0.0
021906;ÁNCASH;SIHUAS;HUAYLLABAMBA;100.0;405.0;402.0;36.8;33.3;13.3;16.6;30.0;40.0;13.3;16.6
021907;ÁNCASH;SIHUAS;QUICHES;98.2;411.0;401.0;37.1;29.8;17.5;15.6;37.1;19.2;34.0;9.6
021908;ÁNCASH;SIHUAS;RAGASH;100.0;404.0;402.0;25.7;48.4;22.6;3.2;19.3;45.2;35.6;0.0
021909;ÁNCASH;SIHUAS;SAN JUAN;96.1;387.0;373.0;38.5;43.1;10.4;8.0;36.6;46.9;16.5;0.0
022001;ÁNCASH;YUNGAY;YUNGAY;98.0;456.0;459.0;14.1;33.7;26.5;25.6;9.3;26.8;41.3;22.6
022002;ÁNCASH;YUNGAY;CASCAPARA;100.0;336.0;373.0;76.7;13.3;10.0;0.0;50.0;30.0;16.6;3.3
022003;ÁNCASH;YUNGAY;MANCOS;94.9;414.0;438.0;28.2;38.2;18.2;15.4;20.4;28.1;28.1;23.4
022004;ÁNCASH;YUNGAY;MATACOTO;100.0;501.0;498.0;5.3;15.8;47.4;31.6;5.3;15.8;52.6;26.3
022005;ÁNCASH;YUNGAY;QUILLO;98.8;366.0;373.0;51.6;34.0;8.8;5.6;40.2;38.4;18.9;2.5
022006;ÁNCASH;YUNGAY;RANRAHIRCA;100.0;426.0;436.0;24.2;27.3;39.4;9.1;18.2;30.3;36.4;15.2
022007;ÁNCASH;YUNGAY;SHUPLUY;100.0;318.0;337.0;81.8;18.2;0.0;0.0;63.8;22.7;13.6;0.0
022008;ÁNCASH;YUNGAY;YANAMA;95.9;421.0;424.0;32.3;33.0;20.2;14.5;19.4;36.6;30.9;13.1
030101;APURÍMAC;ABANCAY;ABANCAY;99.0;518.0;523.0;4.9;17.2;27.8;50.1;3.4;12.0;36.0;48.6
030102;APURÍMAC;ABANCAY;CHACOCHE;100.0;435.0;454.0;19.2;42.3;23.1;15.4;0.0;38.5;46.2;15.4
030103;APURÍMAC;ABANCAY;CIRCA;100.0;447.0;463.0;9.1;40.9;36.4;13.6;13.6;18.2;50.0;18.2
030104;APURÍMAC;ABANCAY;CURAHUASI;98.9;425.0;427.0;26.4;35.0;21.6;17.0;19.5;31.7;35.9;13.0
030105;APURÍMAC;ABANCAY;HUANIPACA;100.0;496.0;542.0;3.3;26.7;23.3;46.7;3.3;10.0;26.7;60.0
030106;APURÍMAC;ABANCAY;LAMBRAMA;100.0;403.0;415.0;35.3;41.2;17.6;5.9;23.5;35.3;35.3;5.9
030107;APURÍMAC;ABANCAY;PICHIRHUA;100.0;407.0;394.0;20.0;40.0;40.0;0.0;40.0;20.0;40.0;0.0
030108;APURÍMAC;ABANCAY;SAN PEDRO DE CACHORA;96.4;414.0;419.0;29.8;38.7;18.3;13.2;26.3;25.6;34.9;13.2
030109;APURÍMAC;ABANCAY;TAMBURCO;100.0;482.0;501.0;5.0;30.0;33.0;32.0;3.0;10.0;58.0;29.0
030201;APURÍMAC;ANDAHUAYLAS;ANDAHUAYLAS;99.1;490.0;500.0;9.3;21.4;30.6;38.6;6.4;15.0;42.0;36.7
030202;APURÍMAC;ANDAHUAYLAS;ANDARAPA;100.0;419.0;431.0;27.8;22.2;41.7;8.3;19.4;27.8;33.3;19.4
030203;APURÍMAC;ANDAHUAYLAS;CHIARA;100.0;333.0;385.0;71.4;28.6;0.0;0.0;28.6;71.4;0.0;0.0
030204;APURÍMAC;ANDAHUAYLAS;HUANCARAMA;98.2;441.0;476.0;22.3;36.7;18.6;22.5;11.2;18.4;42.3;28.1
030205;APURÍMAC;ANDAHUAYLAS;HUANCARAY;100.0;423.0;431.0;27.0;28.4;29.7;14.9;24.3;14.9;47.3;13.5
030206;APURÍMAC;ANDAHUAYLAS;HUAYANA;100.0;327.0;350.0;87.5;0.0;12.5;0.0;75.0;12.5;0.0;12.5
030207;APURÍMAC;ANDAHUAYLAS;KISHUARA;100.0;393.0;383.0;39.7;36.8;16.2;7.4;36.8;36.8;22.1;4.4
030208;APURÍMAC;ANDAHUAYLAS;PACOBAMBA;100.0;434.0;375.0;0.0;66.7;33.3;0.0;50.0;33.3;16.7;0.0
030209;APURÍMAC;ANDAHUAYLAS;PACUCHA;98.8;465.0;473.0;5.9;33.4;39.3;21.5;8.4;22.6;39.4;29.6
030210;APURÍMAC;ANDAHUAYLAS;PAMPACHIRI;100.0;377.0;384.0;43.3;50.0;6.7;0.0;26.7;46.7;26.7;0.0
030211;APURÍMAC;ANDAHUAYLAS;POMACOCHA;100.0;419.0;424.0;28.6;21.4;42.9;7.1;21.4;28.6;50.0;0.0
030212;APURÍMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI;100.0;386.0;353.0;60.0;20.0;0.0;20.0;60.0;20.0;20.0;0.0
030213;APURÍMAC;ANDAHUAYLAS;SAN JERONIMO;97.8;475.0;494.0;13.4;21.3;30.3;34.9;10.8;13.8;36.6;38.8
030214;APURÍMAC;ANDAHUAYLAS;SAN MIGUEL DE CHACCRAMPA;100.0;405.0;388.0;28.6;47.6;14.3;9.5;38.1;33.3;23.8;4.8
030215;APURÍMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO;98.1;412.0;422.0;27.5;36.7;27.2;8.6;23.2;32.0;33.6;11.2
030216;APURÍMAC;ANDAHUAYLAS;TALAVERA;98.8;471.0;483.0;13.5;25.2;28.7;32.5;12.6;16.1;37.5;33.9
030218;APURÍMAC;ANDAHUAYLAS;TURPO;96.7;398.0;412.0;40.3;28.0;14.3;17.3;28.3;25.1;28.3;18.2
030219;APURÍMAC;ANDAHUAYLAS;KAQUIABAMBA;100.0;429.0;461.0;25.0;33.3;33.3;8.3;16.7;8.3;50.0;25.0
030220;APURÍMAC;ANDAHUAYLAS;JOSE MARIA ARGUEDAS;100.0;415.0;452.0;21.4;42.7;31.1;4.9;15.5;20.4;41.7;22.3
030301;APURÍMAC;ANTABAMBA;ANTABAMBA;97.4;474.0;466.0;8.1;30.2;34.1;27.6;13.5;20.7;42.4;23.4
030302;APURÍMAC;ANTABAMBA;EL ORO;100.0;464.0;537.0;0.0;22.2;77.8;0.0;0.0;0.0;55.6;44.4
030303;APURÍMAC;ANTABAMBA;HUAQUIRCA;86.1;431.0;440.0;11.4;46.3;34.8;7.5;6.2;27.3;59.0;7.5
030304;APURÍMAC;ANTABAMBA;JUAN ESPINOZA MEDRANO;100.0;483.0;471.0;2.9;29.4;35.3;32.4;2.9;23.5;47.1;26.5
030305;APURÍMAC;ANTABAMBA;OROPESA;100.0;382.0;384.0;45.0;32.5;15.0;7.5;42.5;32.5;15.0;10.0
030306;APURÍMAC;ANTABAMBA;PACHACONAS;100.0;443.0;499.0;5.9;52.9;29.4;11.8;0.0;11.8;64.7;23.5
030307;APURÍMAC;ANTABAMBA;SABAINO;100.0;455.0;491.0;0.0;52.6;21.1;26.3;0.0;5.3;73.7;21.1
030401;APURÍMAC;AYMARAES;CHALHUANCA;100.0;530.0;531.0;2.9;14.4;26.0;56.7;2.9;7.7;38.5;51.0
030403;APURÍMAC;AYMARAES;CARAYBAMBA;100.0;473.0;462.0;26.7;6.7;33.3;33.3;20.0;13.3;33.3;33.3
030404;APURÍMAC;AYMARAES;CHAPIMARCA;100.0;403.0;422.0;35.5;35.5;25.8;3.2;9.7;41.9;45.2;3.2
030405;APURÍMAC;AYMARAES;COLCABAMBA;100.0;412.0;399.0;20.0;40.0;33.3;6.7;13.3;60.0;20.0;6.7
030406;APURÍMAC;AYMARAES;COTARUSE;100.0;441.0;452.0;11.8;44.1;20.6;23.5;5.9;32.4;41.2;20.6
030408;APURÍMAC;AYMARAES;JUSTO APU SAHUARAURA;100.0;396.0;413.0;35.7;35.7;21.4;7.1;28.6;28.6;28.6;14.3
030409;APURÍMAC;AYMARAES;LUCRE;100.0;358.0;405.0;57.1;28.6;14.3;0.0;14.3;50.0;35.7;0.0
030410;APURÍMAC;AYMARAES;POCOHUANCA;100.0;422.0;414.0;20.0;50.0;10.0;20.0;20.0;30.0;30.0;20.0
030411;APURÍMAC;AYMARAES;SAN JUAN DE CHACÑA;100.0;477.0;547.0;0.0;37.5;37.5;25.0;0.0;0.0;37.5;62.5
030412;APURÍMAC;AYMARAES;SAÑAYCA;100.0;383.0;395.0;16.7;66.7;16.7;0.0;16.7;50.0;33.3;0.0
030413;APURÍMAC;AYMARAES;SORAYA;100.0;469.0;437.0;10.5;31.6;26.3;31.6;21.1;21.1;47.4;10.5
030414;APURÍMAC;AYMARAES;TAPAIRIHUA;100.0;474.0;480.0;13.3;13.3;46.7;26.7;6.7;20.0;53.3;20.0
030415;APURÍMAC;AYMARAES;TINTAY;100.0;435.0;463.0;24.3;32.4;24.3;18.9;2.7;35.1;43.2;18.9
030416;APURÍMAC;AYMARAES;TORAYA;100.0;460.0;466.0;13.3;20.0;40.0;26.7;6.7;20.0;66.7;6.7
030417;APURÍMAC;AYMARAES;YANACA;100.0;486.0;440.0;0.0;33.3;33.3;33.3;0.0;33.3;66.7;0.0
030501;APURÍMAC;COTABAMBAS;TAMBOBAMBA;97.8;421.0;438.0;32.5;32.4;14.2;20.9;21.3;21.9;41.1;15.7
030502;APURÍMAC;COTABAMBAS;COTABAMBAS;94.5;476.0;486.0;15.4;18.8;31.2;34.6;7.7;15.0;42.5;34.7
030503;APURÍMAC;COTABAMBAS;COYLLURQUI;100.0;421.0;433.0;23.1;44.0;20.9;12.1;14.3;34.1;36.3;15.4
030504;APURÍMAC;COTABAMBAS;HAQUIRA;98.9;432.0;446.0;18.4;42.2;22.1;17.3;12.1;28.3;45.8;13.9
030505;APURÍMAC;COTABAMBAS;MARA;96.1;386.0;395.0;44.1;33.1;12.5;10.3;37.2;31.8;20.7;10.3
030506;APURÍMAC;COTABAMBAS;CHALLHUAHUACHO;99.4;459.0;448.0;16.3;28.2;29.3;26.3;13.4;29.3;36.7;20.6
030601;APURÍMAC;CHINCHEROS;CHINCHEROS;98.9;464.0;467.0;15.3;29.6;23.0;32.1;13.0;23.1;33.2;30.7
030602;APURÍMAC;CHINCHEROS;ANCO_HUALLO;97.5;445.0;454.0;13.3;39.8;28.5;18.4;9.2;31.1;40.9;18.8
030603;APURÍMAC;CHINCHEROS;COCHARCAS;100.0;485.0;463.0;6.2;21.9;40.6;31.3;6.2;15.6;59.4;18.8
030604;APURÍMAC;CHINCHEROS;HUACCANA;100.0;442.0;474.0;17.2;36.4;27.3;19.2;13.1;16.2;41.4;29.3
030605;APURÍMAC;CHINCHEROS;OCOBAMBA;98.3;433.0;436.0;20.5;39.2;19.0;21.4;14.4;34.0;36.2;15.4
030606;APURÍMAC;CHINCHEROS;ONGOY;100.0;441.0;452.0;17.6;35.3;23.5;23.5;11.8;29.4;35.3;23.5
030607;APURÍMAC;CHINCHEROS;URANMARCA;100.0;418.0;427.0;22.8;45.6;19.3;12.3;21.1;30.0;36.2;12.8
030608;APURÍMAC;CHINCHEROS;RANRACANCHA;100.0;388.0;382.0;36.6;48.8;4.9;9.8;36.6;29.3;31.7;2.4
030609;APURÍMAC;CHINCHEROS;ROCCHACC;100.0;438.0;433.0;0.0;54.5;36.4;9.1;0.0;27.3;72.7;0.0
030701;APURÍMAC;GRAU;CHUQUIBAMBILLA;100.0;518.0;518.0;10.5;11.6;20.9;57.0;4.7;16.3;30.2;48.8
030702;APURÍMAC;GRAU;CURPAHUASI;100.0;424.0;406.0;20.0;36.7;36.7;6.7;33.3;20.0;36.7;10.0
030703;APURÍMAC;GRAU;GAMARRA;97.0;375.0;368.0;57.6;18.9;17.4;6.1;45.5;31.8;22.7;0.0
030705;APURÍMAC;GRAU;MAMARA;100.0;440.0;470.0;14.3;14.3;57.1;14.3;0.0;42.9;14.3;42.9
030706;APURÍMAC;GRAU;MICAELA BASTIDAS;100.0;455.0;449.0;7.7;23.1;53.8;15.4;7.7;30.8;53.8;7.7
030707;APURÍMAC;GRAU;PATAYPAMPA;95.2;419.0;475.0;20.6;45.2;29.4;4.8;15.9;15.1;39.7;29.4
030708;APURÍMAC;GRAU;PROGRESO;100.0;435.0;452.0;23.5;35.3;21.6;19.6;21.6;27.5;25.5;25.5
030709;APURÍMAC;GRAU;SAN ANTONIO;100.0;368.0;395.0;60.0;20.0;20.0;0.0;20.0;40.0;40.0;0.0
030710;APURÍMAC;GRAU;SANTA ROSA;100.0;361.0;389.0;60.0;40.0;0.0;0.0;20.0;60.0;20.0;0.0
030711;APURÍMAC;GRAU;TURPAY;100.0;457.0;421.0;0.0;33.3;55.6;11.1;0.0;44.4;55.6;0.0
030712;APURÍMAC;GRAU;VILCABAMBA;100.0;489.0;533.0;3.7;22.2;40.7;33.3;0.0;3.7;44.4;51.9
030713;APURÍMAC;GRAU;VIRUNDO;100.0;433.0;443.0;20.0;30.0;40.0;10.0;10.0;30.0;50.0;10.0
040101;AREQUIPA;AREQUIPA;AREQUIPA;98.4;545.0;532.0;2.3;10.2;27.4;60.0;2.4;8.3;37.6;51.7
040102;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;98.5;514.0;510.0;3.6;18.4;30.0;48.0;4.7;13.2;39.9;42.2
040103;AREQUIPA;AREQUIPA;CAYMA;98.2;521.0;518.0;2.8;16.3;30.7;50.2;2.9;12.8;38.4;45.8
040104;AREQUIPA;AREQUIPA;CERRO COLORADO;98.3;517.0;511.0;3.1;17.5;31.3;48.2;3.1;12.1;42.6;42.2
040105;AREQUIPA;AREQUIPA;CHARACATO;97.5;477.0;500.0;7.6;28.2;29.5;34.7;5.1;17.8;38.6;38.5
040106;AREQUIPA;AREQUIPA;CHIGUATA;93.1;465.0;485.0;7.6;33.4;32.9;26.1;11.0;11.0;48.4;29.5
040107;AREQUIPA;AREQUIPA;JACOBO HUNTER;97.9;508.0;503.0;5.3;18.3;30.8;45.5;4.3;13.4;44.2;38.1
040108;AREQUIPA;AREQUIPA;LA JOYA;97.8;490.0;489.0;5.6;26.3;32.5;35.7;5.7;18.0;43.2;33.1
040109;AREQUIPA;AREQUIPA;MARIANO MELGAR;96.9;513.0;506.0;5.0;15.9;33.2;45.9;4.0;13.7;42.5;39.8
040110;AREQUIPA;AREQUIPA;MIRAFLORES;97.9;526.0;520.0;3.2;12.3;31.6;53.0;3.1;11.2;38.0;47.7
040111;AREQUIPA;AREQUIPA;MOLLEBAYA;78.9;;;;;;;;;;
040112;AREQUIPA;AREQUIPA;PAUCARPATA;98.2;521.0;526.0;3.0;15.6;30.4;51.0;2.6;11.0;38.1;48.4
040114;AREQUIPA;AREQUIPA;POLOBAYA;100.0;598.0;561.0;0.0;0.0;0.0;100.0;0.0;25.0;25.0;50.0
040116;AREQUIPA;AREQUIPA;SABANDIA;96.6;512.0;520.0;1.8;21.4;25.0;51.8;0.0;5.4;55.4;39.3
040117;AREQUIPA;AREQUIPA;SACHACA;99.1;520.0;506.0;2.1;19.0;29.9;49.0;1.7;16.7;44.1;37.5
040118;AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;90.0;517.0;523.0;0.0;11.1;33.3;55.6;0.0;11.1;33.3;55.6
040119;AREQUIPA;AREQUIPA;SAN JUAN DE TARUCANI;100.0;468.0;417.0;0.0;28.6;57.1;14.3;0.0;57.1;42.9;0.0
040120;AREQUIPA;AREQUIPA;SANTA ISABEL DE SIGUAS;100.0;453.0;436.0;20.0;20.0;40.0;20.0;20.0;20.0;60.0;0.0
040121;AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;98.4;519.0;532.0;2.4;13.9;29.2;54.5;3.2;10.6;29.3;56.9
040122;AREQUIPA;AREQUIPA;SOCABAYA;98.8;518.0;516.0;3.2;16.4;30.7;49.7;3.5;11.3;40.9;44.3
040123;AREQUIPA;AREQUIPA;TIABAYA;99.0;513.0;517.0;2.3;14.8;38.1;44.8;1.9;10.3;41.5;46.3
040124;AREQUIPA;AREQUIPA;UCHUMAYO;98.9;502.0;486.0;4.3;19.4;34.6;41.7;8.1;16.2;43.8;31.9
040125;AREQUIPA;AREQUIPA;VITOR;100.0;490.0;505.0;8.1;13.5;45.9;32.4;0.0;8.1;54.1;37.8
040126;AREQUIPA;AREQUIPA;YANAHUARA;100.0;535.0;515.0;2.1;12.6;24.9;60.4;2.4;11.3;43.0;43.3
040127;AREQUIPA;AREQUIPA;YARABAMBA;90.5;528.0;522.0;0.0;10.5;26.3;63.2;0.0;10.5;42.1;47.4
040128;AREQUIPA;AREQUIPA;YURA;98.4;495.0;489.0;7.7;21.7;32.0;38.6;5.4;17.4;45.7;31.5
040129;AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;98.8;528.0;524.0;2.4;14.0;28.9;54.7;2.5;9.7;41.1;46.6
040201;AREQUIPA;CAMANÁ;CAMANA;97.6;493.0;506.0;5.0;23.3;35.3;36.4;5.0;13.2;42.6;39.2
040202;AREQUIPA;CAMANÁ;JOSE MARIA QUIMPER;91.9;478.0;482.0;8.3;18.4;48.6;24.7;0.0;20.8;51.4;27.8
040203;AREQUIPA;CAMANÁ;MARIANO NICOLAS VALCARCEL;96.3;489.0;486.0;8.8;21.3;34.6;35.3;9.5;16.4;42.9;31.2
040204;AREQUIPA;CAMANÁ;MARISCAL CACERES;96.3;495.0;513.0;1.9;17.2;46.3;34.6;0.0;7.6;53.9;38.5
040205;AREQUIPA;CAMANÁ;NICOLAS DE PIEROLA;95.1;494.0;490.0;8.0;24.5;27.4;40.1;5.3;15.8;41.0;38.0
040206;AREQUIPA;CAMANÁ;OCOÑA;94.5;457.0;445.0;15.6;19.5;43.6;21.4;15.6;15.5;50.9;18.0
040207;AREQUIPA;CAMANÁ;QUILCA;100.0;453.0;441.0;7.7;53.8;15.4;23.1;7.7;38.5;38.5;15.4
040208;AREQUIPA;CAMANÁ;SAMUEL PASTOR;95.4;507.0;508.0;4.4;19.8;33.4;42.4;2.2;12.0;47.6;38.1
040301;AREQUIPA;CARAVELÍ;CARAVELI;97.4;570.0;586.0;1.3;1.3;26.2;71.2;0.0;2.7;23.5;73.8
040302;AREQUIPA;CARAVELÍ;ACARI;99.0;495.0;501.0;7.0;18.0;39.0;36.0;5.0;17.0;43.0;35.0
040303;AREQUIPA;CARAVELÍ;ATICO;99.1;510.0;538.0;2.6;14.0;40.4;43.0;0.9;5.2;35.1;58.8
040304;AREQUIPA;CARAVELÍ;ATIQUIPA;92.9;471.0;495.0;7.1;22.3;39.3;31.3;7.1;14.3;31.3;47.3
040305;AREQUIPA;CARAVELÍ;BELLA UNION;100.0;478.0;484.0;2.3;27.9;48.8;20.9;2.3;25.6;46.5;25.6
040306;AREQUIPA;CARAVELÍ;CAHUACHO;100.0;492.0;462.0;0.0;25.0;50.0;25.0;0.0;25.0;50.0;25.0
040307;AREQUIPA;CARAVELÍ;CHALA;96.9;492.0;494.0;5.9;21.8;34.7;37.7;4.9;14.7;45.8;34.6
040308;AREQUIPA;CARAVELÍ;CHAPARRA;98.6;507.0;516.0;0.0;20.6;38.3;41.2;1.5;11.8;42.6;44.2
040309;AREQUIPA;CARAVELÍ;HUANUHUANU;100.0;508.0;502.0;3.9;15.7;33.3;47.1;2.0;11.8;52.9;33.3
040310;AREQUIPA;CARAVELÍ;JAQUI;100.0;486.0;442.0;12.9;19.4;29.0;38.7;16.1;16.1;54.8;12.9
040311;AREQUIPA;CARAVELÍ;LOMAS;86.4;466.0;447.0;10.5;31.6;42.1;15.8;5.3;36.8;36.8;21.1
040312;AREQUIPA;CARAVELÍ;QUICACHA;100.0;507.0;503.0;5.9;14.7;35.3;44.1;2.9;11.8;44.1;41.2
040313;AREQUIPA;CARAVELÍ;YAUCA;100.0;494.0;538.0;2.7;21.6;37.8;37.8;0.0;8.1;48.6;43.2
040401;AREQUIPA;CASTILLA;APLAO;98.9;520.0;516.0;1.7;19.5;29.3;49.5;2.9;9.7;47.6;39.8
040402;AREQUIPA;CASTILLA;ANDAGUA;100.0;434.0;414.0;0.0;66.7;16.7;16.7;33.3;33.3;16.7;16.7
040404;AREQUIPA;CASTILLA;CHACHAS;100.0;452.0;456.0;16.7;27.8;33.3;22.2;16.7;19.4;41.7;22.2
040405;AREQUIPA;CASTILLA;CHILCAYMARCA;100.0;498.0;531.0;0.0;31.6;31.6;36.8;5.3;5.3;36.8;52.6
040407;AREQUIPA;CASTILLA;HUANCARQUI;80.0;512.0;509.0;0.0;25.0;33.3;41.7;0.0;25.0;33.3;41.7
040408;AREQUIPA;CASTILLA;MACHAGUAY;100.0;486.0;441.0;0.0;37.5;25.0;37.5;12.5;25.0;37.5;25.0
040409;AREQUIPA;CASTILLA;ORCOPAMPA;98.5;529.0;537.0;2.5;11.5;33.8;52.3;3.0;7.0;34.6;55.4
040410;AREQUIPA;CASTILLA;PAMPACOLCA;87.5;519.0;528.0;0.0;24.7;32.8;42.5;0.0;9.1;39.5;51.4
040413;AREQUIPA;CASTILLA;URACA;100.0;517.0;520.0;3.5;9.7;40.7;46.0;0.9;5.3;48.7;45.1
040414;AREQUIPA;CASTILLA;VIRACO;100.0;426.0;403.0;18.8;43.8;31.3;6.3;31.3;25.0;43.8;0.0
040501;AREQUIPA;CAYLLOMA;CHIVAY;99.3;518.0;518.0;5.0;16.7;28.0;50.3;5.7;9.5;38.9;45.9
040502;AREQUIPA;CAYLLOMA;ACHOMA;100.0;511.0;505.0;11.1;22.2;22.2;44.4;0.0;11.1;66.7;22.2
040503;AREQUIPA;CAYLLOMA;CABANACONDE;96.2;510.0;525.0;0.0;15.7;40.2;44.1;7.7;3.8;31.8;56.6
040504;AREQUIPA;CAYLLOMA;CALLALLI;100.0;483.0;473.0;11.1;27.8;27.8;33.3;11.1;22.2;38.9;27.8
040505;AREQUIPA;CAYLLOMA;CAYLLOMA;98.3;483.0;495.0;3.3;30.0;36.1;30.6;3.3;15.0;45.0;36.7
040506;AREQUIPA;CAYLLOMA;COPORAQUE;100.0;459.0;459.0;10.0;15.0;65.0;10.0;0.0;30.0;50.0;20.0
040507;AREQUIPA;CAYLLOMA;HUAMBO;100.0;559.0;500.0;0.0;20.0;0.0;80.0;0.0;0.0;60.0;40.0
040508;AREQUIPA;CAYLLOMA;HUANCA;100.0;534.0;545.0;0.0;7.1;50.0;42.9;0.0;0.0;50.0;50.0
040509;AREQUIPA;CAYLLOMA;ICHUPAMPA;100.0;462.0;465.0;0.0;50.0;25.0;25.0;0.0;25.0;50.0;25.0
040510;AREQUIPA;CAYLLOMA;LARI;100.0;498.0;498.0;0.0;36.4;36.4;27.3;0.0;22.7;40.9;36.4
040511;AREQUIPA;CAYLLOMA;LLUTA;100.0;499.0;504.0;14.3;14.3;14.3;57.1;14.3;14.3;28.6;42.9
040512;AREQUIPA;CAYLLOMA;MACA;100.0;579.0;545.0;0.0;0.0;20.0;80.0;0.0;20.0;0.0;80.0
040513;AREQUIPA;CAYLLOMA;MADRIGAL;100.0;432.0;442.0;11.1;44.4;22.2;22.2;0.0;44.4;33.3;22.2
040514;AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA;90.9;431.0;467.0;20.0;50.0;20.0;10.0;0.0;20.0;80.0;0.0
040515;AREQUIPA;CAYLLOMA;SIBAYO;100.0;503.0;500.0;0.0;21.4;28.6;50.0;0.0;7.1;57.1;35.7
040517;AREQUIPA;CAYLLOMA;TISCO;100.0;487.0;497.0;6.3;37.5;25.0;31.3;0.0;18.8;37.5;43.8
040518;AREQUIPA;CAYLLOMA;TUTI;100.0;446.0;586.0;33.3;0.0;50.0;16.7;0.0;0.0;16.7;83.3
040519;AREQUIPA;CAYLLOMA;YANQUE;100.0;492.0;542.0;0.0;27.3;39.4;33.3;0.0;3.0;36.4;60.6
040520;AREQUIPA;CAYLLOMA;MAJES;98.2;494.0;500.0;4.8;22.7;34.8;37.7;4.5;15.5;41.3;38.7
040601;AREQUIPA;CONDESUYOS;CHUQUIBAMBA;100.0;515.0;548.0;0.0;25.0;23.3;51.7;0.0;8.3;40.0;51.7
040602;AREQUIPA;CONDESUYOS;ANDARAY;100.0;472.0;483.0;20.0;30.0;10.0;40.0;10.0;20.0;30.0;40.0
040603;AREQUIPA;CONDESUYOS;CAYARANI;100.0;434.0;454.0;18.4;35.5;34.2;11.8;6.6;27.6;51.3;14.5
040604;AREQUIPA;CONDESUYOS;CHICHAS;100.0;498.0;523.0;0.0;14.3;57.1;28.6;0.0;14.3;57.1;28.6
040606;AREQUIPA;CONDESUYOS;RIO GRANDE;98.9;524.0;574.0;1.1;11.6;36.2;51.1;0.0;4.6;24.5;70.9
040608;AREQUIPA;CONDESUYOS;YANAQUIHUA;95.9;527.0;545.0;0.0;14.9;34.9;50.2;0.0;6.3;27.9;65.8
